license_number,business_name,dba_name,dba_registration_city,establishment_address_1,establishment_address_2,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,county,county_lat,county_long,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,license_type,application_status,lic_status,approved_license_type,priority_applicant_type,cultivation_environment,cultivation_tier,establishment_activities,establishment_cultivation_environment,square_footage_establishment,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,CNB_DATE_OF_FINAL_LICENSURE-1,LIC_START_DATE,LIC_EXPIRATION_DATE,COMMENCE_OPERATIONS_DATE,CCCUpdateDate
MC282703,"DMA Holdings (MA), LLC",,,35 Chase Avenue,,Dudley,MA,01571,42.041334,-71.888422,Worcester,42.329642,-71.840209,35 Chase Avenue,,Dudley,MA,01571,POINT (-71.840209 42.329642),POINT (-71.888422 42.0413339),703 Beacon Park,,Webster,MA,01570,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 08: 60,001 to 70,000 sq. ft",,,175000,3/22/2020,8/6/2020,10/8/2020,,11/18/2021,1/25/2023,,12/19/2022
MP281861,"DMA Holdings (MA), LLC",,,35 Chase Avenue,,Dudley,MA,01571,42.041334,-71.888422,Worcester,42.329642,-71.840209,35 Chase Avenue,,Dudley,MA,01571,POINT (-71.840209 42.329642),POINT (-71.888422 42.0413339),703 Beacon park,,Webster,MA,01570,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,175000,3/22/2020,8/6/2020,10/8/2020,,11/18/2021,1/25/2023,,12/19/2022
MR283264,"DMA Holdings (MA), LLC",Greatest Hits,,35 Chase Avenue,,Dudley,MA,01571,42.041334,-71.888422,Worcester,42.329642,-71.840209,35 Chase Avenue,,Dudley,MA,01571,POINT (-71.840209 42.329642),POINT (-71.888422 42.0413339),PO Box 1210,,Webster,MA,01570,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,175000,2/1/2020,8/6/2020,10/8/2020,3/10/2022,11/18/2021,1/25/2023,4/8/2022,12/19/2022
MR284177,"Natural Agricultural Products, LLC",Natural Agricultural Products,Abington,1437 Bedford Street,,Abington,MA,02351,42.14417,-70.951724,Plymouth,41.978877,-70.818958,4 Main Street,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-70.951723 42.1441700),4 Main Street,,Brockton,MA,02301,Marijuana Retailer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,27000,3/21/2021,8/8/2022,11/10/2022,,,,,12/19/2022
MC281910,"Natural Agricultural Products, LLC",Natural Agricultural Products,Brockton,53 Spark St,,Brockton,MA,02302,42.104099,-71.018546,Plymouth,41.978877,-70.818958,4 Main St,Suite 215,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.018546 42.1040989),4 Main St,Suite 215,Brockton,MA,02301,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,6000,1/7/2019,7/17/2020,9/10/2020,,8/12/2021,9/22/2022,,12/19/2022
MP281614,"Natural Agricultural Products, LLC","Natural Agricultural Products, LLC",Brockton,53 Spark St,,Brockton,MA,02302,42.104099,-71.018546,Plymouth,41.978877,-70.818958,4 Main St.,Suite 215,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.018546 42.1040989),4 Main St.,Suite 215,Brockton,MA,02301,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,6000,3/11/2019,4/15/2020,9/10/2020,,8/12/2021,9/22/2022,,12/19/2022
MC283694,Evergreen Industries LLC,,,414 Race St,,Holyoke,MA,01040,42.198799,-72.609197,Hampden,42.12756,-72.571312,414 Race St,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.609196 42.1987990),139 Greenleaf Drive,,Florence,MA,01062,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,8300,2/14/2022,4/15/2022,6/9/2022,,9/19/2022,9/19/2023,,12/19/2022
MC282848,"Community Gardens, LLC",,,500 School Street,,Mansfield,MA,02048,42.009382,-71.237428,Bristol,41.778329,-71.102131,500 School St,,Mansfield,MA,02048,POINT (-71.102131 41.778329),POINT (-71.237427 42.0093820),2 Clarke Street,,Sharon,MA,02067,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,78000,6/10/2020,10/1/2020,11/19/2020,,12/7/2020,12/7/2021,,12/19/2022
MP281899,"Community Gardens, LLC",,,500 School Street,,Mansfield,MA,02048,42.009382,-71.237428,Bristol,41.778329,-71.102131,500 School St,,Mansfield,MA,02048,POINT (-71.102131 41.778329),POINT (-71.237427 42.0093820),2 Clarke Street,,Sharon,MA,02067,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,78000,6/10/2020,10/1/2020,11/19/2020,,12/7/2020,12/7/2021,,12/19/2022
MR284261,"Rooted In, LLC",Rooted in Roxbury,Boston,331 Newbury Street,,Boston,MA,02115,42.34875,-71.08643,Suffolk,42.334948,-71.073493,331 Newbury St,,Boston,MA,02115,POINT (-71.073493 42.334948),POINT (-71.086430 42.3487500),22 Warren St,,Boston,MA,02119,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1535,5/26/2021,12/3/2021,2/14/2022,11/10/2022,3/1/2022,3/1/2023,12/2/2022,12/19/2022
MR282565,East Coast Remedies Corp.,,,76-82 Central Street,,Somerville,MA,02143,42.388286,-71.103821,Middlesex,42.459085,-71.275566,76-82 Central Street,,Somerville,MA,02143,POINT (-71.275566 42.459085),POINT (-71.103820 42.3882860),116 Clark Avenue,,Chelsea,MA,02150,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,1900,4/3/2019,2/23/2022,4/7/2022,,4/13/2022,4/13/2023,,12/19/2022
MR284123,"Flying Goose, LLC",Dazed Cannabis,Douglas,286 Webster Street,,Douglas,MA,01516,42.054675,-71.815541,Worcester,42.329642,-71.840209,286 Webster Street,,Douglas,MA,01516,POINT (-71.840209 42.329642),POINT (-71.815540 42.0546750),286 Webster Street,,Douglas,MA,01516,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,2800,2/24/2021,10/5/2021,1/20/2022,,6/6/2022,6/6/2023,,12/19/2022
MC283235,"Cannabonics, LLC",,,642 Patriot Road,,Templeton,MA,01468,42.557896,-72.079506,Worcester,42.329642,-71.840209,14 West Fountain St.,,Milford,MA,01757,POINT (-71.840209 42.329642),POINT (-72.079505 42.557896),14 West Fountain St.,,Milford,MA,01757,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,25000,12/13/2020,10/5/2021,11/18/2021,,,,,12/19/2022
MC281292,The Headyco LLC,,,4 Lachance St,,Gardner,MA,01440,42.564467,-71.952835,Worcester,42.329642,-71.840209,177 Huntington Ave STE 1703,#23871,Boston,MA,02115,POINT (-71.840209 42.329642),POINT (-71.952834 42.564467),7 Primrose Cir,,Saratoga Springs,NY,12866,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,9350,4/23/2018,11/1/2019,1/16/2020,4/16/2021,3/10/2022,3/11/2023,11/5/2021,12/19/2022
MP281306,"New England Treatment Access, LLC.",NETA,Northampton,5 Forge Parkway,,Franklin,MA,02038,42.086922,-71.437163,Norfolk,42.199156,-71.15444,5 Forge Parkway,,Franklin,MA,02038,POINT (-71.15444 42.199156),POINT (-71.437162 42.0869220),5 Forge Parkway,,Franklin,MA,02038,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,77000,4/18/2018,7/9/2018,7/26/2018,11/1/2018,9/15/2022,10/10/2023,1/7/2019,12/19/2022
MR281240,"New England Treatment Access, LLC.",NETA,Northampton,118 Conz Street,,Northampton,MA,01060,42.312612,-72.625374,Hampshire,42.322256,-72.62073,5 Forge Parkway,,Franklin,MA,02038,POINT (-72.62073 42.322256),POINT (-72.625373 42.3126120),5 Forge Parkway,,Franklin,MA,02038,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,6600,4/17/2018,7/9/2018,7/26/2018,10/4/2018,9/15/2022,10/10/2023,11/16/2018,12/19/2022
MC281267,"New England Treatment Access, LLC.",NETA,Northampton,5 Forge Parkway,,Franklin,MA,02038,42.086922,-71.437163,Norfolk,42.199156,-71.15444,5 Forge Parkway,,Franklin,MA,02038,POINT (-71.15444 42.199156),POINT (-71.437162 42.0869220),5 Forge Parkway,,Franklin,MA,02038,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 06: 40,001 to 50,000 sq. ft",,,77000,4/18/2018,7/9/2018,7/26/2018,11/1/2018,9/15/2022,10/10/2023,1/7/2019,12/19/2022
MR283065,"New England Treatment Access, LLC.",,,162 Grove Street,,Franklin,MA,02038,42.069834,-71.424046,Norfolk,42.199156,-71.15444,5 Forge Parkway,,Franklin,MA,02038,POINT (-71.15444 42.199156),POINT (-71.424046 42.069834),5 Forge Parkway,,Franklin,MA,02038,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,2200,10/21/2019,6/29/2020,9/10/2020,10/14/2021,9/15/2022,10/1/2023,11/23/2021,12/19/2022
MR281287,"New England Treatment Access, LLC.",NETA,Brookline,160 Washington Street,,Brookline,MA,02445,42.331742,-71.118024,Norfolk,42.199156,-71.15444,5 Forge Parkway,,Franklin,MA,02038,POINT (-71.15444 42.199156),POINT (-71.118024 42.3317419),5 Forge Parkway,,Franklin,MA,02038,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,10700,4/19/2018,7/9/2018,7/26/2018,3/7/2019,9/15/2022,10/10/2023,3/15/2019,12/19/2022
MB281356,"Bodelle's Edibles, LLC",,,660 Riverside Dr,,Northampton,MA,01062,42.329616,-72.672873,Hampshire,42.322256,-72.62073,660 Riverside Dr,,Northampton,MA,01062,POINT (-72.62073 42.322256),POINT (-72.672872 42.3296160),41 Alfred St,,Ludlow,MA,01056,Marijuana Microbusiness,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,Manufacturing,Not Cultivating,600,5/1/2018,12/10/2018,2/7/2019,1/20/2022,3/10/2022,3/12/2023,,12/19/2022
MR281755,Fairway Botanicals Inc.,The Hempest Roslindale,Boston,882-886 South St,,Boston,MA,02131,42.288588,-71.134319,Suffolk,42.334948,-71.073493,882-884 South St,,Roslindale,MA,02131,POINT (-71.073493 42.334948),POINT (-71.134319 42.2885879),16 Fairview St,,Roslindale,MA,02131,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,1900,7/28/2018,6/10/2022,7/14/2022,,8/2/2022,8/2/2023,,12/19/2022
MR281790,"Greener Leaf, Inc.",,Fall River,95 Rhode Island Avenue,,Fall River,MA,02724,41.68257,-71.164101,Bristol,41.778329,-71.102131,95 Rhode Island Avenue,,Fall River,MA,02724,POINT (-71.102131 41.778329),POINT (-71.164101 41.6825699),105 Rhode Island Avenue,,Fall River,MA,02724,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,1244,8/9/2018,2/1/2019,4/4/2019,,4/7/2022,4/11/2023,,12/19/2022
MR284018,Sears Farm Wellness LLC,Wildflower Wellness,Swansea,215 Sears Road,,Swansea,MA,02777,41.745197,-71.204795,Bristol,41.778329,-71.102131,215 Sears Road,,Swansea,MA,02777,POINT (-71.102131 41.778329),POINT (-71.204795 41.7451969),37 Blackstone Blvd,,Providence,RI,02906,Marijuana Retailer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,1600,1/8/2021,8/12/2022,10/13/2022,,,,,12/19/2022
MP281984,"Coastal Infusions, LLC",,,10 Fanaras Drive,,Salisbury,MA,01952,42.856843,-70.887667,Essex,42.635475,-70.970827,10 Fanaras Dr,,Salisbury,MA,01952,POINT (-70.970827 42.635475),POINT (-70.887666 42.8568429),"24R Pleasant St, Unit 2",,Newburyport,MA,01950,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,15000,12/3/2020,12/24/2020,2/11/2021,9/15/2022,5/12/2022,5/13/2023,11/29/2022,12/19/2022
MC283253,"Coastal Infusions, LLC",,,10 Fanaras Drive,,Salisbury,MA,01952,42.856843,-70.887667,Essex,42.635475,-70.970827,10 Fanaras Dr,,Salisbury,MA,01952,POINT (-70.970827 42.635475),POINT (-70.887666 42.8568429),"24R Pleasant St, Unit 2",,Newburyport,MA,01950,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,30000,12/21/2020,1/8/2021,2/11/2021,,,,,12/19/2022
MR282814,Munro Associates LLC,The Vault,Webster,"78 Worcester Road, Suite 225",,Webster,MA,01520,42.07175,-71.864981,Worcester,42.329642,-71.840209,885 BUFFINTON ST.,,SOMERSET,MA,02726,POINT (-71.840209 42.329642),POINT (-71.864981 42.0717500),885 BUFFINTON ST.,,SOMERSET,MA,02726,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,4000,6/26/2019,3/5/2020,5/8/2020,11/19/2020,5/12/2022,6/9/2023,12/22/2020,12/19/2022
MR282527,Munro Associates LLC,The Vault,Worcester,17 East Mountain Street,,Worcester,MA,01606,42.324039,-71.792043,Worcester,42.329642,-71.840209,885 BUFFINTON ST.,,SOMERSET,MA,02726,POINT (-71.840209 42.329642),POINT (-71.792043 42.3240389),885 BUFFINTON ST.,,SOMERSET,MA,02726,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,3360,3/27/2019,3/5/2020,5/11/2020,11/18/2021,5/12/2022,6/9/2023,12/6/2021,12/19/2022
MR282604,Munro Associates LLC,The Vault,Lakeville,310 Kenneth Welch Drive,,Lakeville,MA,02347,41.8857,-70.947677,Plymouth,41.978877,-70.818958,885 BUFFINTON ST.,,SOMERSET,MA,02726,POINT (-70.818958 41.978877),POINT (-70.947676 41.8857),885 BUFFINTON ST.,,SOMERSET,MA,02726,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,2744,4/15/2019,3/5/2020,5/8/2020,,4/16/2021,6/9/2022,,12/19/2022
MR282714,311 Page Blvd LLC,,,311 Page Boulevard,,Springfield,MA,01104,42.134224,-72.560852,Hampden,42.12756,-72.571312,311 Page Blvd,,Springfield,MA,01104,POINT (-72.571312 42.12756),POINT (-72.560851 42.1342240),63 Woodcrest Road,,Springfield,MA,01129,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,7650,5/16/2019,12/17/2020,3/11/2021,,7/20/2022,7/20/2023,,12/19/2022
MR284022,Pioneer Valley Trading Company LLC,,,99 Medeiros Way,,Westfield,MA,01085,42.175493,-72.732806,Hampden,42.12756,-72.571312,104 Feeding Hills Road,,Southwick,MA,01077,POINT (-72.571312 42.12756),POINT (-72.732805 42.1754930),104 Feeding Hills Road,,Southwick,MA,01077,Marijuana Retailer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,42000,1/11/2021,2/9/2022,5/12/2022,,,,,12/19/2022
MP282092,Pioneer Valley Trading Company LLC,,,99 Medeiros Way,,Westfield,MA,01085,42.175493,-72.732806,Hampden,42.12756,-72.571312,99 Medeiros Way,,Westfield,MA,01085,POINT (-72.571312 42.12756),POINT (-72.732805 42.1754930),104 Feeding Hills Road,,Southwick,MA,01077,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,42000,6/24/2021,2/9/2022,5/12/2022,,,,,12/19/2022
MC283542,Pioneer Valley Trading Company LLC,,,99 Medeiros Way,,Westfield,MA,01085,42.175493,-72.732806,Hampden,42.12756,-72.571312,99 Medeiros Way,,Westfield,MA,01085,POINT (-72.571312 42.12756),POINT (-72.732805 42.1754930),104 Feeding Hills RD,,Southwick,MA,01077,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,42000,6/24/2021,2/9/2022,5/12/2022,,,,,12/19/2022
MP281662,HIGHMINDED LLC,FARNSWORTH,Great Barrington,126 Main Street,,Great Barrington,MA,01230,42.199472,-73.360407,Berkshire,42.396128,-73.209889,126 Main Street,,Great Barrington,MA,01230,POINT (-73.209889 42.396128),POINT (-73.360406 42.199472),126 Main Street,,Great Barrington,MA,01230,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1827,5/8/2019,2/6/2020,4/9/2020,11/19/2020,4/7/2022,4/17/2023,2/17/2021,12/19/2022
MR282048,"GreenStar Herbals, Inc.",Rise,,76-100 Pleasant Street,,Dracut,MA,01826,42.664635,-71.324166,Middlesex,42.459085,-71.275566,310 Flagg Hill Road,,Boxborough,MA,01719,POINT (-71.275566 42.459085),POINT (-71.324166 42.6646349),310 Flagg Hill Road,,Boxborough,MA,01719,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,9300,11/14/2018,9/18/2019,11/7/2019,9/10/2020,10/13/2022,12/5/2023,9/30/2020,12/19/2022
MR282207,"GreenStar Herbals, Inc.",Rise,Maynard,22-24 Main Street,,Maynard,MA,01754,42.431886,-71.450847,Middlesex,42.459085,-71.275566,310 Flagg Hill Road,,Boxborough,MA,01719,POINT (-71.275566 42.459085),POINT (-71.450846 42.4318859),310 Flagg Hill Road,,Boxborough,MA,01719,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,3900,12/19/2018,11/6/2019,2/7/2020,3/11/2021,12/8/2022,2/11/2024,3/23/2021,12/19/2022
MR282034,"GreenStar Herbals, Inc.",Rise,,200 Beacham Street,,Chelsea,MA,02150,42.39565,-71.052864,Suffolk,42.334948,-71.073493,310 Flagg Hill Road,,Boxborough,MA,01719,POINT (-71.073493 42.334948),POINT (-71.052864 42.3956500),310 Flagg Hill Road,,Boxborough,MA,01719,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,15618,11/8/2018,9/18/2019,11/7/2019,11/18/2021,10/13/2022,12/5/2023,12/8/2021,12/19/2022
MR282318,HIGHMINDED LLC,FARNSWORTH,Great Barrington,126 Main Street,,Great Barrington,MA,01230,42.199472,-73.360407,Berkshire,42.396128,-73.209889,126 Main Street,,Great Barrington,MA,01230,POINT (-73.209889 42.396128),POINT (-73.360406 42.199472),126 Main Street,,Great Barrington,MA,01230,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1827,1/22/2019,2/6/2020,4/9/2020,11/19/2020,4/7/2022,4/17/2023,2/17/2021,12/19/2022
MC281939,Buudda Brothers LLC,,Holyoke,604 Main Street,,Holyoke,MA,01040,42.194934,-72.611682,Hampden,42.12756,-72.571312,602-606 Main Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.611682 42.1949340),170 Prospect Street,,Chicopee,MA,01013,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,Economic Empowerment Priority,Indoor,"Tier 01: up to 5,000 square feet",,,2000,1/20/2019,3/19/2020,6/4/2020,,6/9/2022,6/9/2023,,12/19/2022
MR282225,Buudda Brothers LLC,,Holyoke,604 Main Street,,Holyoke,MA,01040,42.194934,-72.611682,Hampden,42.12756,-72.571312,604 Main Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.611682 42.1949340),170 Prospect Street,,Chicopee,MA,01013,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,1000,12/25/2018,3/19/2020,6/4/2020,,6/9/2022,6/9/2023,,12/19/2022
MP281585,Buudda Brothers LLC,,Holyoke,604 Main Street,,Holyoke,MA,01040,42.194934,-72.611682,Hampden,42.12756,-72.571312,604 Main Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.611682 42.1949340),170 Prospect Street,,Chicopee,MA,01013,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,Economic Empowerment Priority,,,,,300,1/27/2019,3/19/2020,6/4/2020,,6/9/2022,6/9/2023,,12/19/2022
MR282337,"Commonwealth Alternative Care, Inc.",,,30 Mozzone Boulevard,,Taunton,MA,02780,41.873199,-71.063782,Bristol,41.778329,-71.102131,30 Mozzone Boulevard,,Taunton,MA,02780,POINT (-71.102131 41.778329),POINT (-71.063782 41.873199),30 Mozzone Boulevard,,Taunton,MA,02780,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,117000,1/25/2019,6/25/2021,8/12/2021,11/18/2021,8/11/2022,8/26/2023,12/15/2021,12/19/2022
MP281583,"Commonwealth Alternative Care, Inc.",,,30 Mozzone Boulevard,,Taunton,MA,02780,41.873199,-71.063782,Bristol,41.778329,-71.102131,30 Mozzone Boulevard,,Taunton,MA,02780,POINT (-71.102131 41.778329),POINT (-71.063782 41.873199),30 Mozzone Boulevard,,Taunton,MA,02780,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,117000,1/25/2019,6/25/2021,8/12/2021,11/18/2021,8/11/2022,8/26/2023,12/15/2021,12/19/2022
MC281917,"Commonwealth Alternative Care, Inc.",,,30 Mozzone Boulevard,,Taunton,MA,02780,41.873199,-71.063782,Bristol,41.778329,-71.102131,30 Mozzone Boulevard,,Taunton,MA,02780,POINT (-71.102131 41.778329),POINT (-71.063782 41.873199),30 Mozzone Boulevard,,Taunton,MA,02780,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,117000,1/11/2019,6/25/2021,8/12/2021,11/18/2021,8/11/2022,8/26/2023,12/15/2021,12/19/2022
MR282339,"Commonwealth Alternative Care, Inc.",,,1090 West Chestnut Street,,Brockton,MA,02301,42.053676,-71.060868,Plymouth,41.978877,-70.818958,30 Mozzone Boulevard,,Taunton,MA,02780,POINT (-70.818958 41.978877),POINT (-71.060867 42.0536760),30 Mozzone Boulevard,,Taunton,MA,02780,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,6000,1/25/2019,6/25/2021,8/12/2021,10/14/2021,8/11/2022,8/26/2023,11/16/2021,12/19/2022
MR282091,"MedMen Boston, LLC",,,120 Brookline Avenue,,Boston,MA,02215,42.34559,-71.09985,Suffolk,42.334948,-71.073493,"50 Congress Street, Suite 420",,Boston,MA,02109,POINT (-71.073493 42.334948),POINT (-71.099850 42.3455900),"50 Congress Street, Suite 420",,Boston,MA,02109,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,6745,11/27/2018,4/7/2020,8/6/2020,11/18/2021,9/15/2022,9/16/2023,12/14/2021,12/19/2022
MC282392,"J&L Enterprises, Inc.",,,104 GOVERNOR DUKAKIS DRIVE,,Orange,MA,01364,42.564637,-72.285668,Franklin,42.587072,-72.573941,104 GOVERNOR DUKAKIS DRIVE,,Orange,MA,01364,POINT (-72.573941 42.587072),POINT (-72.285668 42.5646369),33 Carol Lane,,Holyoke,MA,01080,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,8000,9/12/2019,5/21/2020,8/6/2020,4/7/2022,1/20/2022,1/21/2023,,12/19/2022
MC282778,"J&L Enterprises, Inc.",,,104 Dukakis Drive,,Orange,MA,01364,42.59721,-72.3032,Franklin,42.587072,-72.573941,104 GOVERNOR DUKAKIS DRIVE,,Orange,MA,01364,POINT (-72.573941 42.587072),POINT (-72.303200 42.5972099),33 Carol Lane,,Holyoke,MA,01364,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Outdoor,"Tier 03: 10,001 to 20,000 sq. ft",,,20000,5/1/2020,8/6/2020,10/8/2020,,1/20/2022,1/21/2023,,12/19/2022
MP281852,Sparkboro Corp.,,,120 Middle Water Street,,Egremont,MA,01258,42.16065,-73.41623,Berkshire,42.396128,-73.209889,17 Sky Farm Road,,Egremont,MA,01258,POINT (-73.209889 42.396128),POINT (-73.416229 42.1606499),180 Elm Street Suite I#340,,Pittsfield,MA,01201,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,12500,3/5/2020,8/6/2020,11/19/2020,,2/10/2022,2/10/2023,,12/19/2022
MC282681,Sparkboro Corp.,,,120 Middle Water Street,,Egremont,MA,01258,42.16065,-73.41623,Berkshire,42.396128,-73.209889,17 Sky Farm Road,,Egremont,MA,01258,POINT (-73.209889 42.396128),POINT (-73.416229 42.1606499),180 Elm Street Suite I#340,,Pittsfield,MA,01201,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,12500,3/5/2020,8/6/2020,11/19/2020,,2/10/2022,2/10/2023,,12/19/2022
MR284326,"Flower & Soul, Inc.",,,894 Plymouth Street,,Halifax,MA,02338,41.995604,-70.894012,Plymouth,41.978877,-70.818958,894 Plymouth Street,,Halifax,MA,02338,POINT (-70.818958 41.978877),POINT (-70.894012 41.995604),800 Hingham Street,,Rockland,MA,02370,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1700,7/14/2021,8/23/2021,11/18/2021,5/12/2022,10/13/2022,11/19/2023,6/7/2022,12/19/2022
MC281364,"THE HIGH END CHOCOLATE COMPANY, LLC",The High End,Holyoke,110 WINTER STREET,,Holyoke,MA,01040,42.198999,-72.60252,Hampden,42.12756,-72.571312,110 WINTER ST,,HOLYOKE,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602519 42.1989990),PO BOX 151,,HOLYOKE,MA,01041,Marijuana Cultivator,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,60000,5/2/2018,3/12/2020,5/8/2020,,,,,12/19/2022
MP281656,"THE HIGH END CHOCOLATE COMPANY, LLC",The High End,Holyoke,110 WINTER STREET,,Holyoke,MA,01040,42.198999,-72.60252,Hampden,42.12756,-72.571312,110 WINTER ST,,HOLYOKE,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602519 42.1989990),PO BOX 151,,HOLYOKE,MA,01041,Marijuana Product Manufacturer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,60000,4/30/2019,5/21/2020,7/9/2020,,,,,12/19/2022
